area,title,community,position,tax,total_price,unit_price,hourseType,hourseSize,direction,fitment
南山区,泛海城市广场 精装修两房 朝南  看山景,泛海城市广场,前海,,370,62776,2室1厅,58.94,东南,其他
南山区,华侨城中新街 精装2房  去哪儿都方便,中新街社区,华侨城,房本满五年,535,70201,2室2厅,76.21,南,精装
南山区,新海大厦，南山文体，桃园地铁口700米,新海大厦,南头,,480,52260,3室2厅,91.85,东南,简装
南山区,公园物+地铁口物业，正南向，通风好，花香鸟语,铭筑,前海,房本满五年,1100,132883,3室1厅,82.78,东,精装
南山区,前海自贸区 依山半海 采光充足 景光无遮挡 看房方便,汉京九榕台,前海,,2500,132556,4室2厅,188.6,东南 南,精装
南山区,此房位置好，可用空间比较大，标准一房一厅,德意名居一期,大学城,房本满五年,325,75582,1室1厅,43,西北,简装
南山区,鼎太风华四期 4室1厅 1480万,鼎太风华四期,前海,房本满五年,1480,101789,4室1厅,145.4,南 北,简装
南山区,鼎太风华五期正规大两房 高楼层 朝南 精装修,鼎太风华五期,前海,房本满五年,920,108414,2室1厅,84.86,南,精装
南山区,高楼层，安静看花园，视野好，满5年 税费低 交通便利,南荔苑,南山中心,房本满五年,335,93891,1室0厅,35.68,东南,精装
南山区,精装好房，户型方正，诚意出售，带大露台，采光通风好,英达钰龙园,南头,房本满五年,580,85295,2室1厅,68,东南,精装
南山区,嘉南美地超靓自住三房 红本在手满五唯一,嘉南美地,南头,房本满五年,680,62633,3室1厅,108.57,北 东北,精装
南山区,美庐景园，高楼层，两房 户型方正，南向，视野开阔,美庐锦园,红树湾,房本满五年,760,89750,2室1厅,84.68,南,精装
南山区,房子正南向，板楼结构，得房率高，精装修可拎包入住。,御海新苑,前海,房本满五年,550,82982,2室1厅,66.28,南,简装
南山区,招商名仕花园  深圳湾后海总部基地 南北对流 方正舒适,招商名仕花园,后海,,680,90546,2室2厅,75.1,南 北,简装
南山区,名家富居 正规大两房 满五年红本 装修好,名家富居,南头,房本满五年,790,107018,2室1厅,73.82,西 北,精装
南山区,海景广场自住办公 东南海景房近海上世界综合体 诚意卖,海景广场,蛇口,房本满五年,950,54696,1室2厅,173.69,东南,简装
南山区,南山桃园地铁口 精装公寓 诚心出售,田厦金牛广场,南头,房本满五年,440,49735,2室2厅,88.47,南,其他
南山区,后海片区，地铁物业，俯瞰前海，奢居一房，巅峯体验。,深蓝季节,后海,,410,93651,1室1厅,43.78,西,精装
南山区,满五年红本， 精心装修两房，西南向看花园，安静不吵,阳光棕榈园二期,前海,房本满五年,662,82298,2室2厅,80.44,东 南,精装
南山区,南山南油地铁口高品质写字楼 业主诚意出售 价格可谈,公园道,南山中心,房本满五年,410,50920,1室0厅,80.52,东南,简装
南山区,南外高新  小户型  总价低滨海腾讯旁边,深圳市软件产业基地,科技园,,310,76074,1室0厅,40.75,南,简装
南山区,来福士一期产品 大一房一厅 视野无遮挡 交通便利,公园道,南山中心,房本满五年,438,69613,1室1厅,62.92,东 南,其他
南山区,白石洲地铁口 居家舒适 一房 诚心出售,沙河观景阁,白石洲,,360,80268,1室1厅,44.85,北,其他
南山区,小户型，低总价，红本在手，满五唯一，居家好楼盘,陶然居,华侨城,房本满五年,200,65920,1室1厅,30.34,南,精装
南山区,华侨城 低总价 刚需小房  户型方正,高发公寓,华侨城,房本满五年,218,57810,1室0厅,37.71,北,精装
南山区,户型方正，安静，装修保养好，诚心出售,嘉南美地,南头,房本满五年,568,72681,2室2厅,78.15,东,精装
南山区,假日广场 满2年 业主诚心 交通便利 看房方便,世纪假日广场,华侨城,,380,78773,1室1厅,48.24,西南,精装
南山区,前海自贸区四房，小户型大房子，四房680万,阳光棕榈园二期,前海,房本满五年,680,97005,4室2厅,70.1,北,精装
南山区,前海自贸区  瑞景华庭 精装修 开间,瑞景华庭,前海,房本满五年,290,95710,1室0厅,30.3,西,精装
南山区,仓前锦福苑 满五唯一 优质一房 户型方正,仓前锦福苑,南头,房本满五年,225,66235,1室1厅,33.97,西 北,简装
南山区,鼎太风华二期  有正规两房 满五年红本 看花园安静,鼎太风华二期,前海,房本满五年,600,98168,2室1厅,61.12,东,简装
南山区,前海东侧！星海名城大两房！一号大新站,星海名城五期,前海,,600,82588,2室1厅,72.65,东,简装
南山区,满2年 精装小户型，带大阳台 得房率高，公园物业,麒麟花园A区,南头,,600,147820,1室0厅,40.59,北,精装
南山区,满五年唯一，红本在手，中间楼层，交易便捷,西海湾公寓,后海,房本满五年,360,102682,1室0厅,35.06,北,精装
南山区,精装两房  东南向看万科东里  次顶层看西沥水库塘朗山,万科云城,西丽,,398,78347,2室1厅,50.8,东,精装
南山区,东组团实用2房  中间楼层 业主诚心卖,东组团,华侨城,,490,66749,2室1厅,73.41,南,简装
南山区,户型方正敞亮，总价低小区入门户型，正南向看全海景,百仕达红树西岸,红树湾,,940,129210,1室1厅,72.75,东南 南,其他
南山区,麒麟花园正规两房  户型方正 安静适合居住,麒麟花园A区,南头,,705,101221,2室1厅,69.65,北,简装
南山区,前海自贸区，大新地铁口，精装一房，楼龄新，管理好,东方银座公馆,前海,,410,74168,1室1厅,55.28,东北,精装
南山区,大型社区1楼带花园，靠前海自贸区旁居家住宅,阳光棕榈园一期,前海,房本满五年,1236,111112,3室2厅,111.24,北,简装
南山区,满五年唯一 前海广场正规大两房 厅出阳台拎包入住,佳兆业前海广场一期,前海,房本满五年,800,103721,2室2厅,77.13,南,精装
南山区,满两年带露台，适合有老人带小孩的刚需客户。,阳光棕榈园一期,前海,,660,89033,2室1厅,74.13,南,简装
南山区,三期正规两房，带露台，满五年税费少，看房方便,星海名城三期,前海,房本满五年,760,101768,2室1厅,74.68,南,精装
南山区,瑞景华庭单间户型，居家装修，安静不吵,瑞景华庭,前海,,290,95710,1室0厅,30.3,西南,简装
南山区,缤纷年华 2室2厅 820万,缤纷年华,南头,房本满五年,820,119031,2室2厅,68.89,南 西,精装
南山区,店长推荐 近科技园配套成熟 精装小两房 可拎包入住,仓前锦福苑,南头,,372,78647,2室1厅,47.3,北,精装
南山区,愉康大厦 花园社区 精装修两房 双地铁口 诚心出售,愉康大厦,南山中心,房本满五年,480,61069,2室1厅,78.6,北,精装
南山区,中山颐景花园 朝东向小两房 小区安静低密度,中山颐景花园一期,南头,房本满五年,518,72115,2室2厅,71.83,东,简装
南山区,南海台大厦 1室1厅 350万,南海台大厦,南头,房本满五年,350,75027,1室1厅,46.65,西南,精装
南山区,福园单身公寓，小户型，总价低，采光好，配套设施齐全,福园单身公寓,南山中心,房本满五年,240,63275,1室1厅,37.93,南,简装
南山区,麒麟两房 花园社区 总价不高 业主诚心卖,麒麟花园A区,南头,,718,104650,2室2厅,68.61,北,简装
南山区,红树湾装修好的一房，特殊的一套 看海景,中信红树湾北区,红树湾,房本满五年,600,109091,1室1厅,55,东南,精装
南山区,前海自贸区欧式装修一房，东南向，户型方正，采光充足,瑞景华庭,前海,,299,107323,1室0厅,27.86,东南,精装
南山区,名家富居 2室2厅 830万,名家富居,南头,房本满五年,830,111500,2室2厅,74.44,北,其他
南山区,学府路深大旁一房，红本，交通便利，出行方便。,中兴之家,南头,房本满五年,228,76846,1室0厅,29.67,东 西,精装
南山区,鼎太风华七期 69.03平2房 业主诚心出售,鼎太风华七期,前海,,680,98508,2室1厅,69.03,北,其他
南山区,花园社区地铁在建，精装小两房！科技园片区优选房源,汇金家园,南头,房本满五年,442,78161,2室1厅,56.55,东,精装
南山区,康乐村南北通透  优质两房  满五年 双地铁口物业,康乐村小区,南头,房本满五年,480,73983,2室2厅,64.88,南 北,其他
南山区,星海名城五期小两房，全新品牌装修，诚意出售,星海名城五期,前海,房本满五年,460,99331,2室1厅,46.31,西北,精装
南山区,精装修公寓，南向采光好，诚意出售,万科云城,西丽,,400,78741,2室2厅,50.8,南,精装
南山区,房子保养好，景观也好，看深圳湾体育馆，看春笋,百仕达红树西岸,红树湾,房本满五年,1850,158242,2室1厅,116.91,东南,其他
南山区,桃花园 2室2厅 570万,桃花园,南头,房本满五年,570,75000,2室2厅,76,西南,简装
南山区,东南向  海景一房 红本在手 诚意出售！！,中信红树湾北区,红树湾,房本满五年,520,100639,1室1厅,51.67,东南,精装
南山区,粤港澳大湾区  50年的商务公寓，带装修带阳台有燃气,泛海城市广场,前海,,325,60635,2室1厅,53.6,东,其他
南山区,永安公寓 1室1厅 240万,永安公寓,南山中心,,240,61634,1室1厅,38.94,东,简装
南山区,中兴之家 1室0厅 230万,中兴之家,南头,房本满五年,230,79202,1室0厅,29.04,西,精装
南山区,友邻正规两房，客厅出阳台，楼层高视野无遮挡,友邻公寓,南山中心,房本满五年,560,95792,2室1厅,58.46,南 北,精装
南山区,金桃园大厦 房子满五年 有欠款 税费少,金桃园大厦,南头,房本满五年,515,62538,2室1厅,82.35,北,精装
南山区,前海自贸区 新德家园大两房带露台改三房 满五年唯一,新德家园,前海,房本满五年,685,89089,3室2厅,76.89,北,精装
南山区,华侨城东南通透一房一厅，满五唯一，诚意出售,侨城馨苑,白石洲,房本满五年,400,64893,1室1厅,61.64,东南,其他
南山区,麒麟花园大两房满五唯一红本带车位，户型方正厅出阳台,麒麟花园A区,南头,房本满五年,900,105006,2室1厅,85.71,东南,精装
南山区,麒麟花园A区 1室1厅 670万,麒麟花园A区,南头,房本满五年,670,122085,1室1厅,54.88,东北,精装
南山区,地铁刚需标准一房一厅， 诚心出售  朝南，装修保养好,时代骄子大厦,南山中心,,350,70099,1室1厅,49.93,南,精装
南山区,星海名城五期  东南向  两房出售,星海名城五期,前海,房本满五年,625,77621,2室1厅,80.52,东南,简装
南山区,生活便利 交通方便  格局方正 富嘉名阁2+1房 高层,富嘉名阁,南头,,490,62789,3室1厅,78.04,西,简装
南山区,房子是一房一厅的，业主很诚心卖的,阳光花地苑,前海,,425,105460,1室1厅,40.3,西,精装
南山区,满五唯一，红本在手，通风采光好，高楼层带花园泳池,愉康大厦,南山中心,房本满五年,510,64886,2室2厅,78.6,东南 北,精装
南山区,桃花园  住家社区 费用少户型正,桃花园,南头,房本满五年,600,78948,2室2厅,76,南,精装
南山区,阳光棕榈园三期 3室1厅 850万,阳光棕榈园三期,前海,房本满五年,850,83269,3室1厅,102.08,北,简装
南山区,常兴广场 2室1厅 630万,常兴广场,南头,,630,68951,2室1厅,91.37,南 北,精装
南山区,房子户型方正，业主诚心出售，近地铁临深大。,中润百分百公寓,南山中心,,528,90910,2室1厅,58.08,东南,精装
南山区,康乐大厦520万两房，东南向采光好,康乐大厦,南山中心,,520,67832,2室1厅,76.66,东南,简装
南山区,满五唯一 红本在手 刚需两房 业主诚心出售,天安公寓,南山中心,房本满五年,285,76183,2室1厅,37.41,东南,简装
南山区,南油地铁口一房 低总价 业主诚心卖房,金晖大厦,南山中心,,290,75699,1室0厅,38.31,东南,简装
南山区,双地铁口旁   精装修两房，东南朝向楼层佳,愉康大厦,南山中心,房本满五年,525,60905,2室2厅,86.2,东南,精装
南山区,业主急卖鼎太风华精装大三房，满五年红本在手,鼎太风华四期,前海,房本满五年,898,113170,3室1厅,79.35,西北,精装
南山区,朗苑经典户型房子业主诚意出售，看房方便,朗苑,西丽,房本满五年,450,104822,1室1厅,42.93,东北,精装
南山区,业主诚心卖 费用低  可申请小一,麒麟花园A区,南头,,730,104961,2室2厅,69.55,北,简装
南山区,户型方正 装修保养的很好 小清新风格,天朗风清,前海,,585,87549,2室2厅,66.82,北,精装
南山区,四季丽晶经典两房户型，业主自住，高楼层，急售！,四季丽晶,南头,房本满五年,560,101579,2室1厅,55.13,北,精装
南山区,前海凯御 2室1厅 430万,前海凯御,前海,,430,70643,2室1厅,60.87,东,精装
南山区,品质社区， 室内采光好，布局合理，精装修，适合刚需,蔚蓝海岸1期,后海,,698,138795,2室1厅,50.29,东,精装
南山区,桃园地铁南向刚需两房，全新装修，品牌家电，即买即住,友邻公寓,南山中心,,570,101208,2室1厅,56.32,南,精装
南山区,恒立心海湾 88平 三房带大阳台，看花园,恒立心海湾花园,前海,房本满五年,888,100749,3室2厅,88.14,东北,精装
南山区,地 铁上盖物业 周 边配套齐全 交通生活便利,观峰阁,前海,房本满五年,500,70255,2室1厅,71.17,南,简装
南山区,前海自贸区鼎太风华五期85平米2+1房带18平米阳台,鼎太风华五期,前海,,910,108398,2室1厅,83.95,东南 南,精装
南山区,次新房，精装三房， 房子户型方正，,豪方天际花园,南头,,790,108101,3室2厅,73.08,西北,精装
南山区,方卉园 精装一房一厅 可以做成两房 交通便利 过渡好房,马家龙方卉园,南头,,330,81241,1室1厅,40.62,南,精装
南山区,阳光棕榈园三期 精装修 1房 拎包入住,阳光棕榈园三期,前海,,400,101369,1室1厅,39.46,西南,精装
南山区,正南向 小高层 通透 红本在手 满五年 看房方便,麒麟花园A区,南头,房本满五年,900,118515,2室1厅,75.94,南,精装
南山区,端头位置，满五年唯一，红本在手，诚意出售,诺德假日花园,前海,房本满五年,600,120097,2室1厅,49.96,西,精装
南山区,前海凯御 2室1厅 450万,前海凯御,前海,,450,80617,2室1厅,55.82,南,简装
南山区,南景苑 2室1厅 480万,南景苑,南头,房本满五年,480,71323,2室1厅,67.3,南,其他
南山区,11号线南山站  阳光里雅居 朝南  精装修2房  诚心卖,阳光里雅居,南山中心,,505,111751,2室1厅,45.19,南,精装
南山区,来福士购物公园旁 一房一厅 红本精装高层 视野采光好,现代城梦想家园,后海,房本满五年,350,84095,1室1厅,41.62,西北,其他
南山区,二楼有一个小平台可利用，精装修拎包即可入住,诺德假日花园,前海,,735,110760,2室1厅,66.36,东,精装
南山区,户型方正实用  业主诚心出售 看房方便,南海台大厦,南头,,495,74966,2室1厅,66.03,东,其他
南山区,前海自贸区 精装两房 装修保养好 高楼层 采光通风好,心语雅园,前海,,560,91804,2室1厅,61,南,其他
南山区,"麒麟片区总价比较低，近科技园 ,户型好，采光好",艺华花园,南头,,310,73010,2室1厅,42.46,南 北,其他
南山区,汇宾高楼层两房，业主诚心出售！,汇宾广场,南山中心,房本满五年,540,72164,2室1厅,74.83,东北,精装
南山区,少有放卖，南外随时可用，全新装修业主忍痛割爱,科苑居,科技园,,482.8,129681,1室1厅,37.23,东,精装
南山区,德意名居年轻人喜欢的小户型诚意出售,德意名居一期,大学城,房本满五年,250,77664,1室0厅,32.19,西北,简装
南山区,此房满五唯一，视野好，采光足，户型方正，交易快。,高发单身宿舍,华侨城,房本满五年,188,62500,1室0厅,30.08,南,简装
南山区,桃园地铁口刚需小两居 南向 满两年 精装修,友邻公寓,南山中心,,430,113397,2室1厅,37.92,南,其他
南山区,麒麟标准一房，高楼层南向、采光好，诚心出售。,麒麟花园A区,南头,房本满五年,650,137975,1室1厅,47.11,南,简装
南山区,英达钰龙园 2室1厅 470万,英达钰龙园,南头,房本满五年,470,77789,2室1厅,60.42,西北,简装
南山区,前海自贸区桂湾大两房，业主诚心卖,前海时代广场,前海,房本满五年,950,120208,2室1厅,79.03,北,精装
南山区,小区里比较少的户型端正的两房客厅出阳台,英达钰龙园,南头,房本满五年,480,92468,2室1厅,51.91,南,其他
南山区,步梯房二楼 通透户型 客厅带阳台厨房带露台 户型正,山水情家园,前海,,638,82355,2室1厅,77.47,西南,精装
南山区,鼎太七期正规南向两房，精装低税。诚心出售,鼎太风华七期,前海,房本满五年,780,121345,2室1厅,64.28,南,其他
南山区,前海自贸区 精致两房地铁口低总价 方正实用带阳台,丽湾国际公寓,前海,房本满五年,220,49572,2室1厅,44.38,西北,其他
南山区,麒麟花园社区，科技园商圈，安静正规两房,麒麟花园A区,南头,,850,110779,2室2厅,76.73,西南,其他
南山区,地铁2号线 栖游家园 大开间满五不唯一红本在手,栖游家园,蛇口,,300,96371,1室1厅,31.13,西北,其他
南山区,深化园，精装修小区房，安静舒适。,深华园南山区,南山中心,,249,73647,1室1厅,33.81,东南,其他
南山区,前海自贸区 花园社区  精装2房 户型方正 诚心出售,阳光棕榈园一期,前海,,630,83037,2室2厅,75.87,东,简装
南山区,满五年唯一，户型方正，采光很好,东方银座公馆,前海,房本满五年,450,89499,2室0厅,50.28,西,其他
南山区,阳光花地苑 高楼层   看房方便户型紧缺,阳光花地苑,前海,,398,106134,1室1厅,37.5,北,其他
南山区,鼎太风华六期，业主诚意出售，精装修,鼎太风华六期,前海,,858,117006,2室1厅,73.33,南 北,精装
南山区,中海阳光玫瑰 两房 看花园 地铁口 安静,中海阳光玫瑰园,前海,,590,109462,2室1厅,53.9,东北,简装
南山区,前海自贸区，花园式社区，朝花园精装2房，厅出阳台,椰风海岸,前海,,630,80276,2室1厅,78.48,北,其他
南山区,"麒麟片区总价比较低，近科技园 ,户型好，采光好",艺华花园,南头,,330,73464,2室1厅,44.92,南,其他
南山区,中润百分百公寓 1室1厅 430万,中润百分百公寓,南山中心,房本满五年,430,99861,1室1厅,43.06,南,简装
南山区,业主诚心卖，满五唯一，税费少的正规一房一厅,阳光花地苑,前海,房本满五年,425,105564,1室1厅,40.26,西北,其他
南山区,栖游家园高层精装开间 业主自住 满五唯一 诚心卖房,栖游家园,蛇口,房本满五年,290,93158,1室0厅,31.13,西,其他
南山区,大南山下南油西站A出口汇宾广场标准一房一厅全明格局,汇宾广场,南山中心,,365,102442,1室1厅,35.63,西南,其他
南山区,满五不唯一户型方正厅出阳台西南向标准大两居车位充足,嘉南美地,南头,房本满五年,580,74217,2室2厅,78.15,南,简装
南山区,户型方正，厅出阳台正南向，标准大两居，车位充足,嘉南美地,南头,,560,69800,2室1厅,80.23,南,精装
南山区,满五年，红本在手，业主诚意出售，安静，对花园,鼎太风华七期,前海,房本满五年,650,116259,1室1厅,55.91,东,精装
南山区,正规南北通透两房  花园社区采光好 近大新地铁口,旺海怡苑,南头,房本满五年,510,69835,2室1厅,73.03,南 北,简装
南山区,此房业主自住，看房方便，附带超级大私家花园。,南贸综合楼,南头,,316,67841,2室1厅,46.58,北,精装
南山区,中间楼层 满五年 待 拆 迁物业,南油B区,后海,房本满五年,320,90116,1室0厅,35.51,南,简装
南山区,"荔林公园里，安静居家舒适两房,视野贼棒",太子山庄,前海,房本满五年,600,76375,2室1厅,78.56,东南,其他
南山区,"荔林公园里，安静居家舒适两房,视野贼棒",太子山庄,前海,房本满五年,600,76375,2室2厅,78.56,南,其他
南山区,东方银座公馆 1室1厅 435万,东方银座公馆,前海,房本满五年,435,86020,1室1厅,50.57,南,其他
南山区,南山前海月华苑36.8平小户型住宅一房,月华苑公寓,前海,,240,65218,1室0厅,36.8,南,简装
南山区,高楼层刚需一房 采光视野佳 适合居家,阳光花地苑,前海,,420,112060,1室1厅,37.48,南,其他
南山区,此房源价格美丽，成交快，欢迎大家来带看。,南油B区,后海,房本满五年,300,81082,1室0厅,37,南,其他
南山区,南油B区少有70年产权性质住宅，装修漂亮，温馨,南油商服综合楼,后海,,248,82861,1室0厅,29.93,南,其他
南山区,桃苑小区29.68平精装一房 刚需置换,桃苑小区,南头,,218,73451,1室0厅,29.68,南,精装
南山区,诚心出售  自住装修  可拎包入住  满2年看房方便,中海阳光玫瑰园,前海,,555,114670,2室1厅,48.4,西北,其他
南山区,红树西岸入门级两房 高层海景 户型方正,百仕达红树西岸,红树湾,,1750,149688,2室1厅,116.91,西南,精装
南山区,汉京九榕台，单本大复式，业主诚售,汉京九榕台,前海,,2600,161141,4室2厅,161.35,东南,精装
南山区,塘朗山下十五峯地铁口一本证顶楼复式带天台和独立车库,十五峯花园,西丽,,2680,103752,6室2厅,258.31,西,精装
南山区,万科云城三房诚意出售，户型方正，看房方便,万科云城,西丽,,810,82084,3室1厅,98.68,西南,其他
南山区,豪方天际花园 南北通透4房2卫 高楼层看公园,豪方天际花园,南头,,1180,95601,4室2厅,123.43,南 北,精装
南山区,华侨城 南向 精装3+1房 保养好 安静看花园,香山里,华侨城,,1230,80799,3室1厅,152.23,南,精装
南山区,御景东方小高层 四房 南北通 看花园 泳池 安静位置,京基御景东方,红树湾,,1680,100726,4室2厅,166.79,南,简装
南山区,米兰公寓 3室2厅 全新装修 电梯房,米兰公寓,蛇口,,750,85803,3室2厅,87.41,东,精装
南山区,此房满五年，无欠款，小区好户型，安静不吵不临路,西海明珠花园,南山中心,,655,101756,2室1厅,64.37,西北,简装
南山区,红本在手！空置毛坯，有钥匙，随时看房！,阳光粤海,科技园,,990,103916,3室2厅,95.27,西,毛坯
南山区,前海自贸 正规三房 大露台 高层看南山,阳光花地苑,前海,,750,100362,3室1厅,74.73,东南,精装
南山区,育德佳园 3室1厅 890万,育德佳园,后海,,890,94974,3室1厅,93.71,东北,简装
南山区,万科蛇口公馆 2室2厅 580万,万科蛇口公馆,蛇口,,580,107747,2室2厅,53.83,东南,精装
南山区,星海名城三期 4室1厅 920万,星海名城三期,前海,,920,79668,4室1厅,115.48,东南,精装
南山区,佳兆业前海广场二期 4室2厅 710万,佳兆业前海广场二期,前海,,710,86145,4室2厅,82.42,东南,其他
南山区,2018年次新房 中山公园旁 格局方正 业主诚心出售,前海东岸,南头,,740,92086,2室2厅,80.36,东,毛坯
南山区,正规一房一厅 总价低 楼下就是地铁,光彩新世纪家园,南山中心,,410,82762,1室1厅,49.54,东北,简装
南山区,太古城南 南向小三房 满三年 精装修,太古城南,深圳湾,,1180,167924,3室1厅,70.27,南,精装
南山区,华彩天成，正规三房，带80平米私家花园    满五年唯一,华彩天成居,南山中心,房本满五年,1600,140970,3室2厅,113.5,北,精装
南山区,带电梯的小户型两房看小区花园视野好,春树里,蛇口,房本满五年,588,87906,2室2厅,66.89,北,简装
南山区,蔚蓝海岸三期，安静居家，南北四房,蔚蓝海岸3期,后海,,1600,99059,4室2厅,161.52,东 西,简装
南山区,锦绣花园一期，高楼层，大户型，精装修，带稳定租约,锦绣花园一期,华侨城,,1550,66101,5室2厅,234.49,南,精装
南山区,海景广场  四房 有钥匙看房  业主诚心出售,海景广场,蛇口,,1030,42969,4室2厅,239.71,东,精装
南山区,蔚蓝海岸三期 正规三房 客厅朝东,蔚蓝海岸3期,后海,,1320,112898,3室1厅,116.92,西南 东北,简装
南山区,满二红本无欠款，房子户型好，50年产权,永安公寓,南山中心,房本满五年,245,64339,1室1厅,38.08,西南 西北,简装
南山区,鸿洲新都正规大三房，户型方正。,鸿洲新都,南头,房本满五年,670,65049,3室2厅,103,南,简装
南山区,太古城北 东南向三房 满五年红本在手,太古城北,深圳湾,房本满五年,1900,162491,3室1厅,116.93,南,精装
南山区,泛海拉菲花园通透大三房高层视野好,泛海拉菲花园,前海,房本满五年,1400,84962,3室2厅,164.78,东南,精装
南山区,四海公寓正规一房、房子有独立卫生间厨房和阳台,四海公寓,蛇口,房本满五年,330,85382,1室1厅,38.65,西,精装
南山区,四海公寓满五年唯一三房三阳台格局方正精装,四海公寓,蛇口,房本满五年,810,91002,3室1厅,89.01,东南,精装
南山区,金地品牌开发商物业，精装交付，拎包入住，带阳台,金地国际公寓,科技园,房本满五年,500,99881,1室1厅,50.06,西,精装
南山区,近海上世界 户型方正社区安静通透性好 业主诚意卖,半山海景兰溪谷一期,蛇口,房本满五年,2100,122923,4室2厅,170.84,南,精装
南山区,"中信红树湾 北区经典实用三房，主次分离,带大阳台。",中信红树湾北区,红树湾,,1720,136238,3室2厅,126.25,东北,精装
南山区,汀兰鹭榭花园150.98平，精装3房2厅,汀兰鹭榭花园,红树湾,房本满五年,1850,122533,3室2厅,150.98,东南,精装
南山区,南山南头钰龙园，东南向，带大露台，看房方便。,英达钰龙园,南头,,830,76196,3室2厅,108.93,西南,精装
南山区,小南山半山小区四房两卫，近看花园，远眺大南山,香格名苑,前海,,1500,100726,4室1厅,148.92,东南,精装
南山区,满5年唯一，欠款80万，标准3房，东南朝向，装修保养好,太古城南,深圳湾,房本满五年,1350,153340,3室2厅,88.04,东南,精装
南山区,正南正北向 大阳台 户型方正 采光充足 视野开阔,十五峯花园,西丽,房本满五年,1400,86420,4室2厅,162,南 北,精装
南山区,学府花园 精装三房 业主诚心出售 看房提前联系,学府花园,南山中心,房本满五年,770,75343,3室2厅,102.2,南,精装
南山区,华侨城 一辉花园 安静大三房 客厅超南 满五唯一,一辉花园,华侨城,房本满五年,800,72622,3室2厅,110.16,东南,精装
南山区,星海名城一期近地铁站 共有三层 带平台花园,星海名城一期三组团,前海,,1449,136031,5室2厅,106.52,东北,精装
南山区,深圳湾公馆 三房 业主急售！！！,深圳湾公馆,后海,,1460,168533,3室2厅,86.63,东 西,精装
南山区,华府假日大厦，地铁口物业，楼下就是水湾地铁口,华府假日大厦,蛇口,房本满五年,610,68671,3室2厅,88.83,东南,简装
南山区,御景东方4房，安静看花园，露台看湖景。,京基御景东方,红树湾,房本满五年,2100,108910,4室2厅,192.82,东南,简装
南山区,小南山半山腰汉京九榕台一本证满两年红本,汉京九榕台,前海,,2800,151074,4室2厅,185.34,东南,精装
南山区,红本在手，精装修，户型方正，采光通透,福临苑,南头,,650,67772,3室2厅,95.91,东,简装
南山区,满五唯一   红本  中空复式 南北通风  带大花园,南海玫瑰花园一期,蛇口,房本满五年,2500,100823,5室2厅,247.96,南,精装
南山区,海昌大厦 3室1厅 410万,海昌大厦,蛇口,房本满五年,410,65080,3室1厅,63,南,简装
南山区,业主置换忍痛割爱，精装修，满五年。,中旅广场,华侨城,房本满五年,1500,64606,5室2厅,232.18,北,其他
南山区,白石洲地铁口，精装小户型，视野开阔，配套成熟。,沙河观景阁,白石洲,,300,84531,1室0厅,35.49,南,其他
南山区,湾区中的湾区，顶豪圈层门槛准入，瑧湾汇一路之隔。,中信红树湾北区,红树湾,,600,108343,1室1厅,55.38,南,其他
南山区,半岛城邦一期3+1房，南向高层海景，诚意卖房！,半岛城邦花园一期,蛇口,,1780,131085,4室1厅,135.79,南,精装
南山区,创世纪滨海花园 4室2厅 920万,创世纪滨海花园,科技园,房本满五年,920,73872,4室2厅,124.54,南,精装
南山区,"南北通,业主自己赎楼,满五年,正规四房,楼层好",中信红树湾南区,红树湾,房本满五年,2500,142499,4室1厅,175.44,东南,精装
南山区,东帝海景家园 精装三房两卫  户型方正 拎包即住,东帝海景家园,蛇口,,950,90797,3室2厅,104.63,南,精装
南山区,东帝海景家园 南北通透4房 小区中间位置 满5年唯一,东帝海景家园,蛇口,房本满五年,1260,91998,4室2厅,136.96,南 北,精装
南山区,广物花园 正规三房两卫 满2年,广物花园,蛇口,,750,75355,3室2厅,99.53,南,简装
南山区,泛海拉菲花园大南山精装3房，东南向安静看小区花园,泛海拉菲花园,前海,房本满五年,880,110678,3室1厅,79.51,东南,精装
南山区,四海公寓精装三房 采光通透 满五年唯一税少 诚意卖,四海公寓,蛇口,房本满五年,580,95176,3室1厅,60.94,东 东南,精装
南山区,满二年 红本 好楼层 两改三房,荔园小区,蛇口,,560,86154,3室2厅,65,南,简装
南山区,珠光地铁口满五唯一税费少、三房,龙联花园,西丽,房本满五年,620,62400,3室1厅,99.36,南,简装
南山区,【笋】南光城市花园 平层大四房 三阳台 诚心出售,南光城市花园,南山中心,房本满五年,845,97183,4室2厅,86.95,东,精装
南山区,复式四房，满三年，业主自住，诚心出售,汉京山,南山中心,,838,95630,4室1厅,87.63,南,精装
南山区,2014年南园枫叶 满五年  260万买两房,南园枫叶国际广场,南山中心,房本满五年,260,63384,2室1厅,41.02,南,精装
南山区,业主在深圳满五年唯一住房 红本在手 高层东南向,半岛城邦花园二期,蛇口,房本满五年,1450,96218,4室1厅,150.7,东南,精装
南山区,中海阳光玫瑰园通透正规三房 装修保养好,中海阳光玫瑰园,前海,房本满五年,1100,112245,3室2厅,98,东南,精装
南山区,满五 红本 正规2居室  双阳台 业主诚心卖,华彩天成居,南山中心,房本满五年,860,104104,2室2厅,82.61,北,精装
南山区,中信红树湾北区四期高楼层4房推荐！,中信红树湾北区,红树湾,房本满五年,2800,155194,4室1厅,180.42,南,精装
